year,jday,tmin,tmax,rain,rad
25,311,16.0,30.3,0.0,0.6
25,312,17.8,31.5,0.0,0.7
25,313,18.1,28.2,0.2,1.2
25,314,17.6,33.4,0.0,0.7
25,315,20.2,31.6,0.0,0.7
25,316,18.7,28.4,9.4,0.4
25,317,18.5,27.4,1.7,0.5
25,318,19.2,31.5,4.4,0.5
25,319,18.2,30.6,0.2,0.5
25,320,18.5,32.2,0.0,0.7
25,321,18.2,28.0,0.2,0.4
25,322,19.4,29.6,1.3,0.4
25,323,19.0,31.8,0.0,0.7
25,324,19.2,28.5,0.0,0.6
25,325,18.5,28.5,10.1,0.4
25,326,17.5,26.3,6.2,0.6
25,327,18.3,27.8,0.2,0.5
25,328,17.7,29.1,0.4,1.0
25,329,18.6,31.3,0.0,0.7
25,330,18.7,27.3,7.6,0.5
25,331,17.4,28.6,0.0,0.7
25,332,15.0,28.2,0.0,0.7
25,333,19.2,28.5,0.0,0.7
25,334,19.5,30.7,0.0,0.7
25,335,17.3,29.3,0.0,0.7
25,336,17.8,32.3,0.0,0.7
25,337,19.7,26.8,15.2,0.5
25,338,18.9,29.1,0.0,0.7
25,339,18.6,29.2,0.0,1.3
25,340,16.2,30.1,0.0,1.4
25,341,17.2,30.6,0.0,0.5
25,342,18.8,28.6,0.0,0.7
25,343,19.2,30.0,0.0,0.7
25,344,17.1,31.7,0.0,0.6
25,345,18.2,29.4,0.0,0.9
25,346,18.4,29.3,0.0,0.7
25,347,17.6,31.2,0.0,0.7
25,348,18.8,28.5,0.4,0.8
25,349,18.9,30.0,0.0,0.7
25,350,18.5,28.2,8.7,0.8
25,351,19.5,32.1,0.2,0.3
25,352,18.4,29.6,0.0,0.7
25,353,18.0,30.1,0.0,0.6
25,354,19.3,27.7,0.0,0.8
25,355,18.2,29.9,0.0,1.4
25,356,17.9,28.3,0.0,1.0
25,357,17.3,28.6,0.0,0.5
25,358,18.0,29.6,0.0,0.5
25,359,18.5,26.7,0.0,0.8
25,360,18.2,30.8,0.0,0.5
25,361,19.0,29.5,12.4,0.8
25,362,18.7,29.0,0.0,0.7
25,363,18.5,30.9,0.0,0.8
25,364,18.8,28.5,17.8,0.4
25,365,19.8,31.4,0.4,0.6
26,1,19.4,31.3,0.0,1.3
26,2,19.6,31.5,0.0,0.8
26,3,19.8,31.1,0.0,0.7
26,4,18.0,31.1,0.0,1.2
26,5,18.0,30.1,0.0,0.9
26,6,17.1,31.2,0.0,0.3
26,7,18.4,27.8,0.0,0.7
26,8,17.9,30.7,0.0,0.8
26,9,17.2,31.5,0.0,1.5
26,10,17.9,32.5,0.0,0.8
26,11,18.9,27.2,0.0,1.4
26,12,18.6,32.6,0.0,0.8
26,13,19.5,33.0,0.0,0.8
26,14,17.6,29.5,0.0,0.6
26,15,18.8,30.8,0.0,0.8
26,16,19.4,30.8,0.0,0.6
26,17,18.2,31.9,0.0,0.7
26,18,19.9,30.5,0.0,1.4
26,19,18.2,33.1,0.0,1.2
26,20,19.5,30.0,0.0,0.7
26,21,15.5,29.8,0.0,0.7
26,22,17.8,34.2,0.0,1.4
26,23,16.0,29.0,0.0,0.8
26,24,18.4,30.8,0.0,0.6
26,25,17.9,27.7,0.0,0.4
26,26,17.9,31.8,0.0,0.7
26,27,17.1,31.9,0.0,0.8
26,28,18.7,31.5,0.0,0.7
26,29,18.6,30.7,0.0,1.2
26,30,16.5,31.8,0.0,0.7
26,31,17.4,32.1,0.0,0.6
26,32,18.5,31.2,18.1,0.4
26,33,18.9,29.4,0.0,0.7
26,34,19.6,30.7,0.0,1.3
26,35,17.7,31.2,0.0,1.3
26,36,18.2,31.0,0.0,1.4
26,37,17.3,30.0,0.0,1.2
26,38,18.4,32.6,0.0,0.5
26,39,17.4,30.2,0.0,0.6
26,40,18.3,35.0,0.0,0.6
26,41,17.8,31.3,0.0,0.7
26,42,14.7,29.6,0.0,0.4
26,43,17.7,31.5,0.0,0.4
26,44,17.7,28.2,0.0,0.6
26,45,15.1,29.9,0.0,0.5
26,46,17.4,31.1,0.0,0.6
26,47,20.0,32.3,0.0,0.6
26,48,17.0,32.2,0.0,1.0
26,49,15.5,33.2,0.0,1.1
26,50,17.9,33.8,0.0,1.3
26,51,17.1,31.5,0.0,0.8
26,52,17.1,35.5,0.0,0.7
26,53,20.5,29.6,0.9,0.5
26,54,19.4,30.9,10.2,0.5
26,55,19.9,35.0,0.2,0.3
26,56,17.2,29.9,0.0,0.6
26,57,17.2,32.9,0.0,0.7
26,58,17.9,31.8,0.0,0.7
26,59,17.8,30.2,0.0,0.6
26,60,19.8,32.9,0.0,0.6
26,61,18.9,32.9,0.2,0.4
26,62,18.8,24.5,0.5,0.4
26,63,18.9,29.0,0.4,0.4
26,64,18.5,35.1,0.0,0.7
26,65,17.7,32.2,0.0,0.8
26,66,19.2,28.7,1.1,0.4
26,67,19.4,23.7,3.0,0.6
26,68,20.2,31.4,1.8,0.7
26,69,20.4,31.6,0.2,1.2
26,70,18.1,29.0,0.0,0.7
26,71,16.6,32.7,0.0,0.6
26,72,19.7,34.7,0.0,0.8
26,73,18.0,32.8,0.0,0.9
26,74,18.3,26.6,0.0,0.6
26,75,14.1,31.9,0.0,0.7
26,76,19.1,32.4,4.6,0.3
26,77,20.2,29.1,6.1,0.5
26,78,21.3,33.9,0.0,0.7
26,79,18.7,31.1,0.0,0.6
26,80,18.7,32.7,0.0,1.1
26,81,20.4,28.8,24.8,0.9
26,82,18.1,28.4,8.6,0.4
26,83,19.3,33.7,0.0,0.6
26,84,19.2,27.6,7.0,0.5
26,85,19.1,25.2,0.0,0.8
26,86,23.8,31.2,0.0,0.7
26,87,16.9,23.8,2.6,0.8
26,88,18.8,31.9,1.7,1.1
26,89,18.8,32.1,0.0,1.1
26,90,18.8,31.6,0.0,0.9
26,91,16.5,33.0,1.8,0.5
26,92,18.0,29.6,0.0,0.9
26,93,17.3,30.9,0.0,1.1
26,94,28.1,30.9,0.0,0.7
26,95,17.4,32.0,0.0,1.3
26,96,18.1,29.9,0.0,1.0
26,97,19.8,28.0,0.4,0.6
26,98,18.6,30.0,0.2,0.9
26,99,19.8,27.6,0.2,0.5
26,100,19.5,31.2,0.0,0.6
26,101,18.6,29.4,0.3,0.7
26,102,17.5,29.4,0.2,0.9
26,103,19.2,32.2,32.8,1.1
26,104,19.2,30.4,0.0,0.7
26,105,19.9,28.2,0.0,0.4
26,106,17.0,29.4,0.0,0.6
26,107,18.5,31.4,0.0,0.7
26,108,16.1,29.4,3.3,0.5
26,109,20.2,30.2,0.0,0.6
26,110,18.0,28.0,56.0,0.4
26,111,18.4,32.5,0.2,0.6
26,112,17.1,32.5,7.9,0.9
26,113,29.1,30.8,0.0,1.4
26,114,18.9,31.8,0.2,0.5
26,115,18.2,29.1,0.2,0.8
26,116,16.5,26.0,0.2,0.6
26,117,18.8,23.9,10.0,0.6
26,118,19.2,31.2,0.2,0.5
26,119,26.1,30.6,0.0,1.0
26,120,17.0,28.4,0.0,0.6
26,121,18.7,29.0,4.8,0.5
26,122,16.8,30.4,0.0,1.0
26,123,17.0,26.1,0.2,0.8
26,124,17.6,28.9,2.1,0.5
26,125,17.7,25.6,0.2,1.1
26,126,16.8,26.5,0.2,0.6
26,127,16.5,22.4,0.2,0.5
26,128,18.0,28.0,4.0,1.1
26,129,17.7,29.4,0.0,0.7
26,130,16.5,31.2,0.0,0.7
26,131,15.2,29.6,0.0,0.5
26,132,17.9,27.8,0.4,0.9
26,133,17.1,29.6,0.6,0.5
26,134,17.4,28.8,0.0,0.5
26,135,15.8,31.9,0.0,0.6
26,136,16.6,26.1,0.0,0.6
26,137,16.9,31.1,0.0,1.0
26,138,15.5,24.8,0.2,0.6
26,139,18.4,27.2,0.0,0.6
26,140,17.4,28.1,0.0,1.2
26,141,16.5,25.1,0.5,0.5
26,142,16.4,31.7,0.0,0.4
26,143,18.8,27.7,0.0,0.3
26,144,15.9,28.8,1.8,0.5
26,145,16.2,23.8,0.3,0.5
26,146,17.7,29.7,0.0,0.6
26,147,15.3,27.4,8.4,0.4
26,148,18.3,21.5,0.8,0.4
26,149,16.4,27.9,1.5,0.4
26,150,15.7,27.1,0.3,0.5
26,151,13.5,25.7,1.4,0.6
26,152,15.6,22.4,0.3,0.7
26,153,16.3,24.9,0.3,0.4
26,154,16.2,27.1,0.0,0.6
26,155,16.9,30.8,0.0,0.4
26,156,15.7,24.6,0.0,0.5
26,157,14.9,26.6,0.2,0.6
26,158,18.2,26.4,0.2,0.4
26,159,17.7,28.4,0.8,0.3
26,160,17.9,26.0,0.0,0.5
26,161,16.3,29.8,0.0,0.6
26,162,16.8,27.6,0.0,0.8
26,163,16.4,26.3,0.4,0.8
26,164,16.0,28.9,0.0,0.6
26,165,16.7,28.8,0.0,0.6
26,166,16.6,28.8,0.0,0.6
26,167,14.2,25.4,0.0,0.6
26,168,14.0,25.6,0.0,0.6
26,169,16.3,23.3,0.8,0.5
26,170,14.6,25.6,0.2,0.5
26,171,16.3,29.4,0.0,0.8
26,172,15.3,27.2,0.0,1.2
26,173,17.3,28.3,0.0,0.7
26,174,15.0,24.6,6.6,0.8
26,175,15.9,27.9,0.5,0.4
26,176,12.4,27.8,0.0,0.7
26,177,15.9,28.2,0.0,0.7
26,178,10.3,30.8,0.0,0.6
26,179,14.4,25.1,0.3,0.3
26,180,13.5,25.3,0.0,0.7
26,181,15.8,29.0,0.0,0.6
26,182,15.9,26.1,0.0,0.6
26,183,14.9,27.1,0.0,0.7
26,184,13.1,27.5,0.0,0.7
26,185,16.2,26.4,0.2,0.4
26,186,15.0,27.5,0.0,0.3
26,187,13.8,27.0,0.0,0.6
26,188,11.2,23.0,0.0,0.5
26,189,15.1,26.2,0.0,0.5
26,190,15.2,23.7,0.0,0.7
26,191,12.9,26.9,0.0,0.9
26,192,14.5,22.9,0.0,1.0
26,193,14.8,28.6,0.0,0.6
26,194,16.5,25.8,0.0,0.5
26,195,13.3,28.9,0.0,0.5
26,196,16.3,28.5,0.0,0.5
26,197,12.6,25.5,0.0,0.5
26,198,15.3,26.7,0.0,1.1
26,199,17.1,27.2,0.0,0.5
26,200,16.3,27.4,0.0,0.6
26,201,15.1,27.4,7.8,0.4
26,202,11.7,28.8,0.0,1.0
26,203,14.8,25.2,0.0,1.3
26,204,13.6,24.6,0.0,0.4
26,205,17.2,26.8,0.0,0.4
26,206,17.2,26.9,0.0,0.8
26,207,17.4,26.2,7.1,0.4
26,208,16.4,28.1,0.0,1.1
26,209,14.8,28.4,0.0,1.2
26,210,15.2,26.2,0.0,0.8
26,211,16.0,25.4,0.0,0.6
26,212,12.1,26.7,0.0,1.0
26,213,15.7,23.6,0.0,1.0
26,214,14.8,29.2,0.0,0.6
26,215,14.7,30.8,0.0,0.4
26,216,15.1,26.6,0.0,0.4
26,217,15.3,24.7,0.0,0.3
26,218,16.4,25.9,0.0,0.9
26,219,12.7,27.2,0.0,0.5
26,220,15.5,29.3,0.0,0.5
26,221,13.6,25.8,0.0,0.6
26,222,12.5,25.2,0.0,0.7
26,223,15.2,26.5,0.3,0.8
26,224,14.9,28.4,0.2,1.0
26,225,16.5,25.3,5.9,1.1
26,226,14.9,30.0,0.0,0.7
26,227,16.4,28.8,0.0,1.3
26,228,15.3,26.1,0.0,0.5
26,229,14.1,27.9,0.0,0.6
26,230,17.1,25.6,0.0,0.8
26,231,13.8,27.0,0.0,0.6
26,232,15.2,28.6,0.0,0.6
26,233,16.7,30.4,0.0,0.9
26,234,16.9,26.9,0.0,1.3
26,235,15.4,25.4,0.2,0.7
26,236,14.5,28.4,0.0,0.6
26,237,14.9,28.4,0.0,0.5
26,238,16.3,27.8,0.0,0.7
26,239,15.0,27.7,0.0,1.3
26,240,16.5,27.0,0.0,1.3
26,241,15.7,28.1,0.0,0.7
26,242,15.7,28.5,0.0,1.1
26,243,16.0,30.7,0.0,0.8
26,244,16.0,28.2,0.0,0.6
26,245,17.3,27.9,0.0,0.8
26,246,15.5,26.9,5.4,0.3
26,247,17.3,28.8,1.6,0.5
26,248,13.9,26.6,0.0,1.3
26,249,14.3,29.6,0.0,0.7
26,250,14.8,28.0,0.0,0.8
26,251,14.8,28.5,0.0,1.0
26,252,14.2,28.8,0.0,1.4
26,253,13.0,27.1,0.0,0.8
26,254,14.9,24.5,0.0,0.6
26,255,13.4,28.1,0.0,0.4
26,256,15.4,30.3,0.0,1.2
26,257,16.6,28.8,0.0,1.3
26,258,16.7,26.6,0.0,0.6
26,259,12.8,29.4,0.0,0.5
26,260,17.2,27.9,0.0,0.4
26,261,16.3,29.0,0.0,0.4
26,262,14.3,27.7,0.0,0.8
26,263,15.1,30.1,0.0,0.8
26,264,17.5,27.8,0.0,0.7
26,265,17.0,28.0,0.0,1.4
26,266,16.9,32.4,0.0,0.7
26,267,16.4,21.5,1.3,0.3
26,268,16.2,29.2,0.0,0.8
26,269,16.8,30.5,0.0,0.6
26,270,14.3,28.4,0.0,1.4
26,271,13.3,29.0,0.0,1.3
26,272,17.2,29.6,14.8,0.3
26,273,16.1,29.6,0.0,0.4
26,274,13.7,29.8,0.0,0.5
26,275,16.8,26.4,0.2,0.3
26,276,14.9,30.4,0.0,0.6
26,277,14.2,30.3,0.0,0.9
26,278,16.8,22.7,0.3,0.3
26,279,16.4,22.7,0.2,0.4
26,280,16.7,30.5,0.2,0.6
26,281,17.2,26.7,0.4,0.4
26,282,17.9,28.7,0.8,1.0
26,283,16.6,30.5,5.5,1.1
26,284,18.8,29.4,7.8,0.4
26,285,16.1,26.7,1.7,0.4
26,286,18.9,24.5,3.7,0.3
26,287,17.3,28.7,15.3,0.5
26,288,17.6,29.5,0.0,1.1
26,289,13.4,30.6,0.0,0.7
26,290,15.0,29.6,0.0,0.7
26,291,18.2,28.2,0.2,0.4
26,292,18.6,29.6,0.0,1.1
26,293,12.8,29.3,0.0,0.6
26,294,15.7,29.1,0.0,1.3
26,295,16.2,29.7,0.0,1.2
26,296,13.4,29.6,0.0,0.6
26,297,13.4,30.8,0.0,0.6
26,298,18.2,31.8,0.0,1.1
26,299,16.5,33.3,0.0,0.6
26,300,17.2,31.7,0.0,0.6
26,301,15.2,30.9,0.0,0.6
26,302,18.5,27.5,0.2,0.4
26,303,18.5,26.6,3.8,0.4
26,304,18.7,31.3,0.2,0.9
26,305,17.7,31.7,0.2,0.8
26,306,17.4,28.3,1.3,0.5
26,307,19.4,28.9,22.3,0.7
26,308,18.0,31.9,0.0,1.1
26,309,18.6,30.6,0.0,1.1
26,310,14.1,30.4,0.0,0.6
26,311,17.9,28.7,0.3,0.4
26,312,19.7,30.0,0.0,1.3
26,313,18.7,33.4,0.0,0.7
26,314,18.8,28.8,0.0,0.6
26,315,18.0,31.0,0.0,0.8
26,316,18.7,32.2,0.0,0.8
26,317,19.4,28.5,0.0,0.6
26,318,18.5,31.7,0.0,1.2
26,319,18.1,28.0,0.0,0.7
26,320,18.7,31.1,0.0,0.7
26,321,14.7,30.0,0.0,0.6
26,322,18.3,30.5,0.0,0.7
26,323,16.7,27.2,11.7,0.7
26,324,18.4,26.0,2.2,0.5
26,325,17.6,27.7,23.1,0.5
26,326,18.8,30.2,0.0,0.6
26,327,16.9,29.5,0.0,0.6
26,328,16.8,29.3,0.0,0.8
26,329,18.7,28.2,0.4,0.5
26,330,19.6,28.2,3.3,0.6
26,331,18.0,31.3,24.4,1.3
26,332,15.7,31.7,0.0,0.6
26,333,19.2,29.9,0.0,0.6
26,334,19.3,30.9,0.3,0.7
26,335,18.6,31.6,0.0,0.5
26,336,19.2,28.0,3.3,0.6
26,337,18.5,27.8,2.3,0.7
26,338,17.5,28.1,0.0,1.3
26,339,19.0,25.4,0.6,0.8
26,340,18.8,32.4,0.0,0.7
26,341,19.6,30.0,1.6,1.0
26,342,18.8,30.8,5.7,0.7
26,343,17.7,32.6,2.0,1.0
26,344,18.1,28.1,0.0,0.5
26,345,17.0,30.0,1.3,0.6
26,346,20.4,29.8,0.0,0.7
26,347,17.5,29.4,0.0,0.7
26,348,19.9,29.7,0.0,1.4
26,349,18.1,29.9,0.2,0.8
26,350,17.4,30.0,0.0,1.3
26,351,18.5,29.6,6.2,0.8
26,352,19.3,32.4,0.2,0.7
26,353,20.4,30.1,0.0,1.3
26,354,18.1,25.2,11.4,0.4
26,355,18.5,25.9,0.2,0.3
26,356,18.6,27.9,32.9,0.7
26,357,18.7,31.1,0.0,0.7
26,358,18.7,28.6,7.1,0.8
26,359,17.5,29.4,0.2,0.5
26,360,18.7,30.4,0.0,1.1
26,361,19.0,32.5,0.6,1.4
26,362,17.7,29.0,0.0,0.7
26,363,17.6,28.1,2.5,0.8
26,364,19.3,31.0,0.0,1.4
26,365,18.2,31.1,2.3,1.2
27,1,18.5,31.0,0.2,0.5
27,2,17.1,28.9,0.0,0.4
27,3,18.8,28.5,0.2,0.3
27,4,19.0,27.7,0.2,0.4
27,5,19.6,27.3,0.0,0.7
27,6,17.8,31.7,0.0,0.8
27,7,19.3,30.4,0.0,0.6
27,8,18.9,32.8,0.0,0.8
27,9,18.4,27.5,0.0,1.4
27,10,17.3,31.5,0.0,1.2
27,11,17.9,30.3,0.0,1.2
27,12,18.2,31.6,0.2,0.4
27,13,17.9,27.9,0.2,0.7
27,14,17.8,29.4,0.0,0.8
27,15,20.6,27.9,2.8,0.5
27,16,18.5,26.8,0.2,0.4
27,17,21.1,30.4,0.0,0.4
27,18,18.2,32.6,0.0,0.7
27,19,17.8,32.6,0.0,1.2
27,20,17.2,31.6,0.0,0.8
27,21,19.0,32.3,0.0,0.7
27,22,17.7,30.8,0.0,0.8
27,23,18.0,31.0,0.0,0.7
27,24,18.9,32.5,4.6,0.3
27,25,19.8,27.3,0.2,0.4
27,26,17.2,30.4,0.0,0.7
27,27,17.2,30.3,0.0,0.7
27,28,18.2,31.0,0.0,0.7
27,29,18.4,34.0,0.0,0.7
27,30,20.1,28.0,0.0,0.6
27,31,18.0,34.6,0.0,1.2
27,32,17.7,32.2,0.0,1.3
27,33,19.9,30.3,0.0,1.4
27,34,15.7,29.7,0.0,1.4
27,35,17.8,31.5,0.0,0.8
27,36,16.7,29.1,0.0,0.6
27,37,17.8,31.5,0.0,0.6
27,38,19.2,32.4,0.0,0.6
27,39,19.1,31.4,0.0,0.6
27,40,17.1,32.5,0.0,0.4
27,41,19.0,32.3,0.0,1.2
27,42,14.4,31.5,0.0,0.6
27,43,17.5,32.5,0.0,0.6
27,44,18.5,34.5,0.0,0.6
27,45,17.6,30.2,0.0,1.0
27,46,18.7,29.9,0.0,1.0
27,47,17.7,29.5,0.0,0.7
27,48,18.6,35.5,0.0,1.2
27,49,17.5,29.0,0.0,0.7
27,50,17.8,31.4,0.0,0.6
27,51,18.4,32.3,0.0,0.8
27,52,19.6,32.5,0.6,0.5
27,53,18.7,31.4,0.6,0.3
27,54,18.6,33.0,0.2,0.3
27,55,20.5,29.5,0.2,0.8
27,56,19.3,32.2,0.8,0.7
27,57,18.6,31.9,0.0,1.3
27,58,17.7,32.1,0.0,1.2
27,59,17.5,30.7,0.0,1.0
27,60,19.8,28.1,2.0,0.5
27,61,20.2,32.5,0.2,0.3
27,62,20.8,34.3,0.0,0.5
27,63,17.0,32.9,0.0,0.7
27,64,19.0,29.5,0.0,0.6
27,65,17.4,32.6,0.0,0.6
27,66,18.5,30.0,0.0,0.5
27,67,14.9,30.8,0.0,0.8
27,68,17.3,33.0,0.0,0.8
27,69,20.6,31.9,0.0,0.7
27,70,18.7,33.7,0.0,0.6
27,71,20.7,32.7,0.0,0.8
27,72,17.4,33.5,42.4,0.5
27,73,19.9,34.4,0.2,1.0
27,74,18.0,33.1,20.1,1.1
27,75,17.0,27.7,0.0,0.8
27,76,14.6,34.0,0.0,1.1
27,77,17.4,32.0,0.0,1.0
27,78,19.9,29.5,3.8,0.5
27,79,18.9,29.5,12.4,0.6
27,80,19.2,23.1,2.0,0.5
27,81,16.7,29.6,3.2,0.6
27,82,19.4,28.8,16.4,0.8
27,83,18.5,30.5,0.2,0.6
27,84,18.4,32.7,0.0,1.3
27,85,18.4,29.3,0.2,0.7
27,86,19.7,33.7,0.0,1.0
27,87,20.3,32.2,0.0,0.9
27,88,21.1,32.7,0.0,1.0
27,89,19.6,31.8,32.8,0.6
27,90,18.7,28.5,10.9,0.4
27,91,17.9,33.7,7.9,0.6
27,92,24.3,31.3,0.0,0.7
27,93,19.4,34.5,0.0,0.7
27,94,19.7,28.3,0.2,0.6
27,95,18.9,29.5,16.3,0.8
27,96,18.7,27.1,1.0,0.7
27,97,28.3,32.8,0.0,0.7
27,98,17.9,29.4,5.1,0.6
27,99,16.5,32.1,0.2,0.9
27,100,16.7,30.9,7.9,0.5
27,101,19.0,30.4,0.0,1.4
27,102,18.1,30.0,0.0,1.1
27,103,18.7,30.4,0.0,1.2
27,104,18.7,31.4,0.3,1.1
27,105,17.2,27.6,0.2,0.5
27,106,18.8,30.7,0.0,1.1
27,107,28.4,30.4,0.0,0.6
27,108,18.5,28.8,14.0,0.4
27,109,19.8,32.1,0.0,1.0
27,110,29.6,30.1,0.0,0.7
27,111,29.6,31.0,0.0,0.9
27,112,19.8,29.4,0.0,1.1
27,113,18.8,28.4,0.0,1.3
27,114,19.1,30.7,0.0,0.7
27,115,18.4,30.0,0.0,0.6
27,116,16.5,27.9,0.5,0.6
27,117,19.7,26.1,0.2,0.5
27,118,17.9,28.8,0.0,0.7
27,119,18.4,24.0,1.1,0.6
27,120,18.6,29.5,0.0,1.1
27,121,17.0,21.6,0.2,1.1
27,122,18.1,30.5,0.2,0.6
27,123,17.2,29.0,0.0,0.5
27,124,17.4,27.1,0.2,0.5
27,125,17.8,28.5,0.9,0.5
27,126,19.2,26.1,4.9,0.5
27,127,17.8,30.9,1.0,0.6
27,128,17.0,29.2,0.2,0.5
27,129,17.9,26.7,0.3,1.0
27,130,16.2,28.9,0.0,0.7
27,131,16.8,27.5,0.4,1.1
27,132,16.8,30.2,10.0,0.9
27,133,16.1,24.9,0.4,0.5
27,134,16.6,27.9,0.0,0.5
27,135,17.7,29.8,0.0,0.9
27,136,17.4,24.8,1.1,0.5
27,137,16.7,24.6,0.3,0.5
27,138,18.0,27.8,0.5,0.5
27,139,18.4,27.7,0.0,0.4
27,140,19.2,26.2,0.0,0.3
27,141,16.8,27.2,0.0,0.6
27,142,16.7,30.9,0.0,0.6
27,143,16.1,26.4,0.0,0.6
27,144,14.8,28.1,0.0,0.9
27,145,16.6,31.2,0.0,0.6
27,146,15.8,30.1,0.0,0.5
27,147,16.6,26.4,0.0,0.6
27,148,16.4,28.2,0.0,0.4
27,149,17.0,26.6,0.0,0.8
27,150,17.0,30.0,0.0,1.1
27,151,17.9,29.3,0.0,0.5
27,152,17.9,25.2,0.0,0.6
27,153,15.3,29.8,0.0,0.5
27,154,16.3,29.4,0.0,0.4
27,155,17.7,28.3,0.0,0.5
27,156,16.7,27.4,0.0,1.0
27,157,15.8,29.1,0.0,0.4
27,158,17.4,25.2,0.0,0.6
27,159,14.6,25.8,0.0,0.3
27,160,17.3,25.9,0.0,0.3
27,161,15.3,28.6,0.0,0.6
27,162,15.7,29.8,0.0,0.3
27,163,17.0,29.7,0.0,0.5
27,164,15.3,26.1,0.3,0.5
27,165,16.5,30.8,0.0,0.4
27,166,15.6,25.5,0.0,0.6
27,167,16.0,28.2,0.0,0.7
27,168,14.1,29.2,0.0,0.6
27,169,14.3,27.3,0.0,0.3
27,170,16.7,26.7,0.0,0.6
27,171,14.0,26.6,0.0,0.3
27,172,15.0,28.7,0.0,0.6
27,173,15.6,25.8,0.0,0.9
27,174,16.4,21.1,1.3,0.4
27,175,14.9,28.9,0.2,0.4
27,176,16.5,27.7,0.0,0.5
27,177,14.7,28.8,0.0,0.6
27,178,14.1,24.3,0.4,0.6
27,179,14.1,27.5,0.0,0.6
27,180,13.7,27.4,0.0,0.6
27,181,10.9,28.1,0.0,0.6
27,182,15.9,25.6,0.0,0.5
27,183,15.6,26.2,0.0,0.3
27,184,16.0,25.4,0.0,0.4
27,185,14.3,26.6,0.0,0.5
27,186,14.5,29.3,0.0,0.3
27,187,12.6,24.5,0.0,1.1
27,188,16.5,26.9,0.2,0.5
27,189,16.6,27.0,0.4,0.4
27,190,14.8,23.4,2.7,0.4
27,191,16.2,27.8,0.0,0.4
27,192,13.0,24.5,0.0,0.4
27,193,15.6,25.5,0.0,0.9
27,194,15.0,26.5,0.0,0.5
27,195,13.4,26.6,3.7,0.5
27,196,14.7,26.8,0.0,0.3
27,197,16.1,28.5,0.0,0.5
27,198,12.7,28.4,0.0,0.3
27,199,15.7,29.3,0.0,1.2
27,200,15.0,25.4,0.0,0.5
27,201,15.8,28.6,0.0,0.9
27,202,16.2,26.6,0.0,1.1
27,203,15.9,22.8,0.0,0.6
27,204,16.1,29.2,0.0,0.6
27,205,14.4,26.3,0.0,0.6
27,206,13.1,24.1,0.5,0.3
27,207,16.5,26.1,0.3,0.3
27,208,14.9,21.6,3.2,0.4
27,209,15.3,25.3,0.0,1.0
27,210,15.2,26.1,0.0,0.5
27,211,17.2,28.0,0.0,0.6
27,212,14.6,28.1,0.0,0.4
27,213,13.4,26.5,0.0,0.5
27,214,15.1,24.7,0.4,0.4
27,215,13.8,27.8,0.2,0.5
27,216,14.9,23.5,0.2,0.4
27,217,11.8,27.2,0.0,1.1
27,218,16.6,28.3,0.0,0.6
27,219,15.5,28.4,0.0,0.8
27,220,14.6,28.2,0.2,1.0
27,221,16.4,27.3,0.0,0.9
27,222,14.8,28.9,0.0,0.5
27,223,13.5,24.5,0.0,0.6
27,224,13.7,25.0,0.0,0.9
27,225,14.7,25.4,0.0,0.4
27,226,12.5,25.1,0.2,0.3
27,227,11.5,21.4,0.2,0.5
27,228,15.9,25.3,0.0,1.3
27,229,16.1,27.5,0.0,0.6
27,230,14.3,24.1,0.0,1.1
27,231,16.0,26.2,0.0,0.5
27,232,15.5,31.3,0.0,0.5
27,233,15.1,27.1,0.8,0.4
27,234,15.3,23.5,0.3,0.3
27,235,14.0,28.6,0.0,1.3
27,236,12.8,31.0,0.0,1.4
27,237,17.5,27.2,0.0,0.6
27,238,13.9,29.7,0.0,0.7
27,239,15.0,30.1,0.0,1.2
27,240,14.1,27.6,0.0,0.7
27,241,17.1,29.6,0.0,0.6
27,242,15.1,29.2,0.0,0.8
27,243,15.8,28.8,0.0,0.7
27,244,15.2,28.1,0.0,1.1
27,245,14.3,30.7,0.0,0.7
27,246,16.6,28.4,0.0,0.7
27,247,17.2,31.2,0.0,0.6
27,248,11.6,27.8,0.0,1.2
27,249,16.0,30.0,0.0,0.3
27,250,15.0,26.2,0.0,0.7
27,251,15.2,29.8,0.0,0.6
27,252,16.1,26.8,0.0,0.9
27,253,11.7,31.3,0.0,0.6
27,254,11.8,30.0,0.0,0.7
27,255,16.1,26.2,0.0,0.7
27,256,17.1,31.2,0.0,0.6
27,257,14.7,24.5,0.0,1.2
27,258,16.6,24.8,0.0,0.8
27,259,13.4,25.2,0.0,0.7
27,260,14.7,30.0,0.0,0.6
27,261,16.8,28.2,0.0,0.6
27,262,17.4,27.9,0.0,0.6
27,263,15.3,30.6,0.0,1.1
27,264,14.3,28.7,0.0,0.8
27,265,16.8,31.0,0.0,0.6
27,266,16.9,28.1,0.0,0.7
27,267,15.0,27.1,2.1,0.5
27,268,16.9,27.1,0.2,0.4
27,269,15.5,28.0,0.0,0.9
27,270,17.2,31.4,0.0,1.2
27,271,15.8,29.2,0.0,0.6
27,272,16.0,30.6,0.0,0.5
27,273,16.7,26.3,0.2,0.5
27,274,18.3,20.7,0.2,0.4
27,275,14.4,30.4,0.0,0.6
27,276,17.2,29.2,0.0,0.6
27,277,15.6,33.4,0.0,0.9
27,278,15.8,33.3,0.0,0.8
27,279,14.3,29.3,0.0,0.6
